SeqID	genomic_accession	Entrez_Gene_ID	SomaId	Target_Name	Target_longname	UniProt	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	seq_type	CHR_protein	coding_region_start	coding_region_end	STRAND	SOURCE	NOTES
11239_49				TMPS6	Transmembrane protease serine 6	Q8IU80	Human	TMPRSS6	ENSG00000187045	HGNC:16517							
11241_8				ARLY	Argininosuccinate lyase	P04424	Human	ASL	ENSG00000126522	HGNC:746							
11242_33				TGM1	Protein-glutamine gamma-glutamyltransferase K	P22735	Human	TGM1	ENSG00000092295	HGNC:11777							
11243_90				GPR110	Adhesion G-protein coupled receptor F1	Q5T601	Human	ADGRF1	ENSG00000153292	HGNC:18990							
11247_20				NAGS	N-acetylglutamate synthase, mitochondrial	Q8N159	Human	NAGS	ENSG00000161653	HGNC:17996							
11248_43				HEM4	Uroporphyrinogen-III synthase	P10746	Human	UROS	ENSG00000188690	HGNC:12592							
11252_30				LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	O75427	Human	LRCH4	ENSG00000077454	HGNC:6691							
11254_13				PPN	Papilin	O95428	Human	PAPLN	ENSG00000100767	HGNC:19262							
11257_1				DHPR	Dihydropteridine reductase	P09417	Human	QDPR	ENSG00000151552	HGNC:9752							
11258_41				MAdCAM-1	Mucosal addressin cell adhesion molecule 1	Q13477	Human	MADCAM1	ENSG00000099866	HGNC:6765							
11260_47				SPA4L	SUN domain-containing protein 5	Q8TC36	Human	SUN5	ENSG00000167098	HGNC:16252							
11262_39				TRABD	TraB domain-containing protein	Q9H4I3	Human	TRABD	ENSG00000170638	HGNC:28805							
11263_57				CASQ1	Calsequestrin-1	P31415	Human	CASQ1	ENSG00000143318	HGNC:1512							
11264_33				XDH	Xanthine dehydrogenase/oxidase	P47989	Human	XDH	ENSG00000158125	HGNC:12805							
11265_8				Retinal dehydrogenase 1	Retinal dehydrogenase 1	P00352	Human	ALDH1A1	ENSG00000165092	HGNC:402							
11266_8				SELPL	P-selectin glycoprotein ligand 1	Q14242	Human	SELPLG	ENSG00000110876	HGNC:10722							
11270_17				CHC10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	Q8WYQ3	Human	CHCHD10	ENSG00000250479	HGNC:15559							
11273_176				GSTT2	Glutathione S-transferase theta-2B	P0CG30	Human	GSTT2B		HGNC:33437							
11275_94				LRP1B	Low-density lipoprotein receptor-related protein 1B	Q9NZR2	Human	LRP1B	ENSG00000168702	HGNC:6693							
11277_23				ATF6A	Cyclic AMP-dependent transcription factor ATF-6 alpha	P18850	Human	ATF6	ENSG00000118217	HGNC:791							
11278_4				COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000230930	HGNC:2187							
11279_42				GABR1	Gamma-aminobutyric acid type B receptor subunit 1	Q9UBS5	Human	GABBR1	ENSG00000206466	HGNC:4070							
11280_6				DCE1	Glutamate decarboxylase 1	Q99259	Human	GAD1	ENSG00000128683	HGNC:4092							
11281_6				GRB7	Growth factor receptor-bound protein 7	Q14451	Human	GRB7	ENSG00000141738	HGNC:4567							
11283_13				DCAF5	DDB1- and CUL4-associated factor 5	Q96JK2	Human	DCAF5	ENSG00000139990	HGNC:20224							
11284_24				LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	Q6GTX8	Human	LAIR1	ENSG00000167613	HGNC:6477							
11286_78				SELS	Selenoprotein S	Q9BQE4	Human	VIMP	ENSG00000131871	HGNC:30396							
11287_14				Cytochrome b5	Cytochrome b5	P00167	Human	CYB5A	ENSG00000166347	HGNC:2570							
11288_26				5NTC	Cytosolic purine 5'-nucleotidase	P49902	Human	NT5C2	ENSG00000076685	HGNC:8022							
11289_31				KC1D	Casein kinase I isoform delta	P48730	Human	CSNK1D	ENSG00000141551	HGNC:2452							
11291_73				Fc_MOUSE			mouse										
11292_13				SCAR3	Scavenger receptor class A member 3	Q6AZY7	Human	SCARA3	ENSG00000168077	HGNC:19000							
11293_14				LRRN1	Leucine-rich repeat neuronal protein 1	Q6UXK5	Human	LRRN1	ENSG00000175928	HGNC:20980							
11297_54				NOTC2	Neurogenic locus notch homolog protein 2	Q04721	Human	NOTCH2	ENSG00000134250	HGNC:7882							
11300_32				SORT	Sortilin	Q99523	Human	SORT1	ENSG00000134243	HGNC:11186							
11302_237				TENR	Tenascin-R	Q92752	Human	TNR	ENSG00000116147	HGNC:11953							
11303_7				SAMH1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	Q9Y3Z3	Human	SAMHD1	ENSG00000101347	HGNC:15925							
11307_33				WWP1	NEDD4-like E3 ubiquitin-protein ligase WWP1	Q9H0M0	Human	WWP1	ENSG00000123124	HGNC:17004							
11308_8				CR3L4	Cyclic AMP-responsive element-binding protein 3-like protein 4	Q8TEY5	Human	CREB3L4	ENSG00000143578	HGNC:18854							
11311_79				RAG-1	V(D)J recombination-activating protein 1	P15918	Human	RAG1	ENSG00000166349	HGNC:9831							
11312_40				PMS2	Mismatch repair endonuclease PMS2	P54278	Human	PMS2	ENSG00000122512	HGNC:9122							
11313_100				PHS	Pterin-4-alpha-carbinolamine dehydratase	P61457	Human	PCBD1	ENSG00000166228	HGNC:8646							
11315_148				PPM1D	Protein phosphatase 1D	O15297	Human	PPM1D	ENSG00000170836	HGNC:9277							
11319_106				MRE11	Double-strand break repair protein MRE11	P49959	Human	MRE11A	ENSG00000020922	HGNC:7230							
11320_29				CHFR	E3 ubiquitin-protein ligase CHFR	Q96EP1	Human	CHFR	ENSG00000072609	HGNC:20455							
11324_3				PXDNL	Peroxidasin-like protein	A1KZ92	Human	PXDNL		HGNC:26359							
11325_8				BTG2	Protein BTG2	P78543	Human	BTG2	ENSG00000159388	HGNC:1131							
11327_56				CLK2	Dual specificity protein kinase CLK2	P49760	Human	CLK2	ENSG00000261893	HGNC:2069							
11328_9				USB1	U6 snRNA phosphodiesterase	Q9BQ65	Human	USB1	ENSG00000103005	HGNC:25792							
11330_15				CSK2B	Casein kinase II subunit beta	P67870	Human	CSNK2B	ENSG00000204435	HGNC:2460							
11333_82				RHG25	Rho GTPase-activating protein 25	P42331	Human	ARHGAP25	ENSG00000163219	HGNC:28951							
11334_7				LIRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	O75022	Human	LILRB3	ENSG00000262087	HGNC:6607							
11336_9				FANCF	Fanconi anemia group F protein	Q9NPI8	Human	FANCF	ENSG00000183161	HGNC:3587							
11338_49				BLK	Tyrosine-protein kinase BLK	P51451	Human	BLK	ENSG00000136573	HGNC:1057							
11342_59				PXDC2	Plexin domain-containing protein 2	Q6UX71	Human	PLXDC2	ENSG00000120594	HGNC:21013							
11347_9				Transaldolase	Transaldolase	P37837	Human	TALDO1	ENSG00000177156	HGNC:11559							
11348_132				P4HA2	Prolyl 4-hydroxylase subunit alpha-2	O15460	Human	P4HA2	ENSG00000072682	HGNC:8547							
11350_30				CHIP	E3 ubiquitin-protein ligase CHIP	Q9UNE7	Human	STUB1	ENSG00000103266	HGNC:11427							
11351_233				NHEJ1	Non-homologous end-joining factor 1	Q9H9Q4	Human	NHEJ1	ENSG00000187736	HGNC:25737							
11352_42				TITIN	Titin	Q8WZ42	Human	TTN		HGNC:12403							
11354_21				Phospholipase C-beta-1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Q9NQ66	Human	PLCB1	ENSG00000182621	HGNC:15917							
11355_10				IF5A2	Eukaryotic translation initiation factor 5A-2	Q9GZV4	Human	EIF5A2	ENSG00000163577	HGNC:3301							
11356_19				DGC14	Protein DGCR14	Q96DF8	Human	DGCR14	ENSG00000100056	HGNC:16817							
11358_15				GRB10	Growth factor receptor-bound protein 10	Q13322	Human	GRB10	ENSG00000106070	HGNC:4564							
11360_39				RRM1	Ribonucleoside-diphosphate reductase large subunit	P23921	Human	RRM1	ENSG00000167325	HGNC:10451							
11361_73				TP	Thymidine phosphorylase	P19971	Human	TYMP	ENSG00000025708	HGNC:3148							
11363_58				AQP4	Aquaporin-4	P55087	Human	AQP4	ENSG00000171885	HGNC:637							
11364_18				MFN1	Mitofusin-1	Q8IWA4	Human	MFN1	ENSG00000171109	HGNC:18262							
11365_17				TEN4	Teneurin-4	Q6N022	Human	TENM4	ENSG00000149256	HGNC:29945							
11368_32				KAD2	Adenylate kinase 2, mitochondrial	P54819	Human	AK2	ENSG00000004455	HGNC:362							
11369_23				ADHX	Alcohol dehydrogenase class-3	P11766	Human	ADH5	ENSG00000197894	HGNC:253							
11370_20				INP5E	72 kDa inositol polyphosphate 5-phosphatase	Q9NRR6	Human	INPP5E	ENSG00000148384	HGNC:21474							
11371_1				GP101	Probable G-protein coupled receptor 101	Q96P66	Human	GPR101	ENSG00000165370	HGNC:14963							
11372_2				ZNF18	Zinc finger protein 18	P17022	Human	ZNF18	ENSG00000154957	HGNC:12969							
11375_49				FOXL2	Forkhead box protein L2	P58012	Human	FOXL2	ENSG00000183770	HGNC:1092							
11377_19				ADH7	Alcohol dehydrogenase class 4 mu/sigma chain	P40394	Human	ADH7	ENSG00000196344	HGNC:256							
11378_37				KSYK	Tyrosine-protein kinase SYK	P43405	Human	SYK	ENSG00000165025	HGNC:11491							
11380_84				RBM24	RNA-binding protein 24	Q9BX46	Human	RBM24	ENSG00000112183	HGNC:21539							
11381_56				PRPS1	Ribose-phosphate pyrophosphokinase 1	P60891	Human	PRPS1	ENSG00000147224	HGNC:9462							
11382_5				BIEA	Biliverdin reductase A	P53004	Human	BLVRA	ENSG00000106605	HGNC:1062							
11383_41				Keratin 7	Keratin, type II cytoskeletal 7	P08729	Human	KRT7	ENSG00000135480	HGNC:6445							
11387_3				ATF6B	Cyclic AMP-dependent transcription factor ATF-6 beta	Q99941	Human	ATF6B	ENSG00000234539	HGNC:2349							
11388_75				HE4	WAP four-disulfide core domain protein 2	Q14508	Human	WFDC2	ENSG00000101443	HGNC:15939							
11390_24				Carbonic Anhydrase VIII	Carbonic anhydrase-related protein	P35219	Human	CA8	ENSG00000178538	HGNC:1382							
11391_69				MVK	Mevalonate kinase	Q03426	Human	MVK	ENSG00000110921	HGNC:7530							
11395_5				FAK2	Protein-tyrosine kinase 2-beta	Q14289	Human	PTK2B	ENSG00000120899	HGNC:9612							
11396_39				DNAI1	Dynein intermediate chain 1, axonemal	Q9UI46	Human	DNAI1	ENSG00000122735	HGNC:2954							
11401_181				RN146	E3 ubiquitin-protein ligase RNF146	Q9NTX7	Human	RNF146	ENSG00000118518	HGNC:21336							
11402_17				KMT2C	Histone-lysine N-methyltransferase 2C	Q8NEZ4	Human	KMT2C	ENSG00000055609	HGNC:13726							
11405_150				CARD9	Caspase recruitment domain-containing protein 9	Q9H257	Human	CARD9	ENSG00000187796	HGNC:16391							
11406_82				ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Human	ACAD8	ENSG00000151498	HGNC:87							
11407_57				PLS3	Phospholipid scramblase 3	Q9NRY6	Human	PLSCR3	ENSG00000187838	HGNC:16495							
11416_23				FBXL4	F-box/LRR-repeat protein 4	Q9UKA2	Human	FBXL4	ENSG00000112234	HGNC:13601							
11421_10				EHD4	EH domain-containing protein 4	Q9H223	Human	EHD4	ENSG00000103966	HGNC:3245							
11422_2				DLX3	Homeobox protein DLX-3	O60479	Human	DLX3	ENSG00000064195	HGNC:2916							
11424_4				FAAA	Fumarylacetoacetase	P16930	Human	FAH	ENSG00000103876	HGNC:3579							
11425_31				RUFY1	RUN and FYVE domain-containing protein 1	Q96T51	Human	RUFY1	ENSG00000176783	HGNC:19760							
11428_31				PDLI1	PDZ and LIM domain protein 1	O00151	Human	PDLIM1	ENSG00000107438	HGNC:2067							
11429_80				hnRNP C1/C2	Heterogeneous nuclear ribonucleoproteins C1/C2	P07910	Human	HNRNPC	ENSG00000092199	HGNC:5035							
11430_49				DTX1	E3 ubiquitin-protein ligase DTX1	Q86Y01	Human	DTX1	ENSG00000135144	HGNC:3060							
11431_235				RECQ1	ATP-dependent DNA helicase Q1	P46063	Human	RECQL	ENSG00000004700	HGNC:9948							
11432_11				PQBP1	Polyglutamine-binding protein 1	O60828	Human	PQBP1	ENSG00000268142	HGNC:9330							
11433_11				TECT2	Tectonic-2	Q96GX1	Human	TCTN2	ENSG00000168778	HGNC:25774							
11436_6				AINX	Alpha-internexin	Q16352	Human	INA	ENSG00000148798	HGNC:6057							
11438_6				DNJB2	DnaJ homolog subfamily B member 2	P25686	Human	DNAJB2	ENSG00000135924	HGNC:5228							
11439_88				RHPN2	Rhophilin-2	Q8IUC4	Human	RHPN2	ENSG00000131941	HGNC:19974							
11440_58				SOCS-3	Suppressor of cytokine signaling 3	O14543	Human	SOCS3	ENSG00000184557	HGNC:19391							
11441_11				PYGL	Glycogen phosphorylase, liver form	P06737	Human	PYGL	ENSG00000100504	HGNC:9725							
11442_1				DNER	Delta and Notch-like epidermal growth factor-related receptor	Q8NFT8	Human	DNER	ENSG00000187957	HGNC:24456							
11444_49				RPC6	DNA-directed RNA polymerase III subunit RPC6	Q9H1D9	Human	POLR3F	ENSG00000132664	HGNC:15763							
11448_34				GALK1	Galactokinase	P51570	Human	GALK1	ENSG00000108479	HGNC:4118							
11449_22				CAZA1	F-actin-capping protein subunit alpha-1	P52907	Human	CAPZA1	ENSG00000116489	HGNC:1488							
11454_87				EIF3G	Eukaryotic translation initiation factor 3 subunit G	O75821	Human	EIF3G	ENSG00000130811	HGNC:3274							
11456_2				MAGBA	Melanoma-associated antigen B10	Q96LZ2	Human	MAGEB10	ENSG00000177689	HGNC:25377							
11457_53				GALE	UDP-glucose 4-epimerase	Q14376	Human	GALE	ENSG00000117308	HGNC:4116							
11458_30				PCBP1	Poly(rC)-binding protein 1	Q15365	Human	PCBP1	ENSG00000169564	HGNC:8647							
11459_81				ELL	RNA polymerase II elongation factor ELL	P55199	Human	ELL	ENSG00000105656	HGNC:23114							
11462_8				RBM9	RNA binding protein fox-1 homolog 2	O43251	Human	RBFOX2	ENSG00000100320	HGNC:9906							
11464_9				RELB	Transcription factor RelB	Q01201	Human	RELB	ENSG00000104856	HGNC:9956							
11465_4				GP135	Probable G-protein coupled receptor 135	Q8IZ08	Human	GPR135	ENSG00000181619	HGNC:19991							
11468_15				RBM19	Probable RNA-binding protein 19	Q9Y4C8	Human	RBM19	ENSG00000122965	HGNC:29098							
11476_43				VPS4A	Vacuolar protein sorting-associated protein 4A	Q9UN37	Human	VPS4A	ENSG00000132612	HGNC:13488							
11480_1				Aldehyde dehydrogenase, class 3	Aldehyde dehydrogenase, dimeric NADP-preferring	P30838	Human	ALDH3A1	ENSG00000108602	HGNC:405							
11481_25				TIMD3	Hepatitis A virus cellular receptor 2	Q8TDQ0	Human	HAVCR2	ENSG00000135077	HGNC:18437							
11486_26				ZN174	Zinc finger protein 174	Q15697	Human	ZNF174	ENSG00000103343	HGNC:12963							
11490_42				UBL4A	Ubiquitin-like protein 4A	P11441	Human	UBL4A	ENSG00000269715	HGNC:12505							
11493_169				DYL2	Dynein light chain 2, cytoplasmic	Q96FJ2	Human	DYNLL2	ENSG00000121083	HGNC:24596							
11494_4				ELL2	RNA polymerase II elongation factor ELL2	O00472	Human	ELL2	ENSG00000118985	HGNC:17064							
11510_31				Apo L1	Apolipoprotein L1	O14791	Human	APOL1	ENSG00000100342	HGNC:618							
11513_92				CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	P28907	Human	CD38	ENSG00000004468	HGNC:1667							
11514_196				CD59	CD59 glycoprotein	P13987	Human	CD59	ENSG00000085063	HGNC:1689							
11516_7				FABPL	Fatty acid-binding protein, liver	P07148	Human	FABP1	ENSG00000163586	HGNC:3555							
11530_37				HEM3	Porphobilinogen deaminase	P08397	Human	HMBS	ENSG00000149397	HGNC:4982							
11531_24				GI24	V-type immunoglobulin domain-containing suppressor of T-cell activation	Q9H7M9	Human	C10orf54	ENSG00000107738	HGNC:30085							
11534_6				LRIT3	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3	Q3SXY7	Human	LRIT3	ENSG00000183423	HGNC:24783							
11536_9				MYSM1	Histone H2A deubiquitinase MYSM1	Q5VVJ2	Human	MYSM1	ENSG00000162601	HGNC:29401							
11537_12				TFR2	Transferrin receptor protein 2	Q9UP52	Human	TFR2	ENSG00000106327	HGNC:11762							
11538_216				DCMC	Malonyl-CoA decarboxylase, mitochondrial	O95822	Human	MLYCD	ENSG00000103150	HGNC:7150							
11539_4				ATPK	ATP synthase subunit f, mitochondrial	P56134	Human	ATP5J2	ENSG00000241468	HGNC:848							
11540_37				FOXO3A	Forkhead box protein O3	O43524	Human	FOXO3	ENSG00000118689	HGNC:3821							
11542_11				TM230	Transmembrane protein 230	Q96A57	Human	TMEM230	ENSG00000089063	HGNC:15876							
11543_84				LIMA1	LIM domain and actin-binding protein 1	Q9UHB6	Human	LIMA1	ENSG00000050405	HGNC:24636							
11544_39				PHF3	PHD finger protein 3	Q92576	Human	PHF3	ENSG00000118482	HGNC:8921							
11546_7				CYGB	Cytoglobin	Q8WWM9	Human	CYGB	ENSG00000161544	HGNC:16505							
11547_84				MUSK	Muscle, skeletal receptor tyrosine-protein kinase	O15146	Human	MUSK	ENSG00000030304	HGNC:7525							
11548_84				MPIP1	M-phase inducer phosphatase 1	P30304	Human	CDC25A	ENSG00000164045	HGNC:1725							
11549_6				ISL1	Insulin gene enhancer protein ISL-1	P61371	Human	ISL1	ENSG00000016082	HGNC:6132							
11551_16				HM20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	Q9P0W2	Human	HMG20B	ENSG00000064961	HGNC:5002							
11556_19				ARFG1	ADP-ribosylation factor GTPase-activating protein 1	Q8N6T3	Human	ARFGAP1	ENSG00000101199	HGNC:15852							
11557_3				SMUF1	E3 ubiquitin-protein ligase SMURF1	Q9HCE7	Human	SMURF1	ENSG00000198742	HGNC:16807							
11560_76				NFAC4	Nuclear factor of activated T-cells, cytoplasmic 4	Q14934	Human	NFATC4	ENSG00000100968	HGNC:7778							
11561_32				Fc_MOUSE			mouse										
11562_9				DPOE2	DNA polymerase epsilon subunit 2	P56282	Human	POLE2	ENSG00000100479	HGNC:9178							
11563_51				SYTL4	Synaptotagmin-like protein 4	Q96C24	Human	SYTL4	ENSG00000102362	HGNC:15588							
11565_58				ZNF23	Zinc finger protein 23	P17027	Human	ZNF23	ENSG00000167377	HGNC:13023							
11566_48				Keratin 72	Keratin, type II cytoskeletal 72	Q14CN4	Human	KRT72	ENSG00000170486	HGNC:28932							
11567_23				ZNF10	Zinc finger protein 10	P21506	Human	ZNF10	ENSG00000256223	HGNC:12879							
11568_2				FKB1B	Peptidyl-prolyl cis-trans isomerase FKBP1B	P68106	Human	FKBP1B	ENSG00000119782	HGNC:3712							
11570_94				BAP29	B-cell receptor-associated protein 29	Q9UHQ4	Human	BCAP29	ENSG00000075790	HGNC:24131							
11571_75				NKG2E	NKG2-E type II integral membrane protein	Q07444	Human	KLRC3	ENSG00000205810	HGNC:6376							
11572_4				DYN2	Dynamin-2	P50570	Human	DNM2	ENSG00000079805	HGNC:2974							
11573_3				SRSF6	Serine/arginine-rich splicing factor 6	Q13247	Human	SRSF6	ENSG00000124193	HGNC:10788							
11582_63				DNJA2	DnaJ homolog subfamily A member 2	O60884	Human	DNAJA2	ENSG00000069345	HGNC:14884							
11587_5				MGAP	MAX gene-associated protein	Q8IWI9	Human	MGA	ENSG00000174197	HGNC:14010							
11590_5				RBM23	Probable RNA-binding protein 23	Q86U06	Human	RBM23	ENSG00000100461	HGNC:20155							
11591_43				PRC1	Protein regulator of cytokinesis 1	O43663	Human	PRC1	ENSG00000198901	HGNC:9341							
11592_1				ELAV1	ELAV-like protein 1	Q15717	Human	ELAVL1	ENSG00000066044	HGNC:3312							
11593_21				MIG	C-X-C motif chemokine 9	Q07325	Human	CXCL9	ENSG00000138755	HGNC:7098							
11596_47				ZN75D	Zinc finger protein 75D	P51815	Human	ZNF75D	ENSG00000269162	HGNC:13145							
11601_26				DHX8	ATP-dependent RNA helicase DHX8	Q14562	Human	DHX8	ENSG00000067596	HGNC:2749							
11606_22				DNJB6	DnaJ homolog subfamily B member 6	O75190	Human	DNAJB6	ENSG00000105993	HGNC:14888							
11607_15				BRD1	Bromodomain-containing protein 1	O95696	Human	BRD1	ENSG00000100425	HGNC:1102							
11608_5				MLP3B	Microtubule-associated proteins 1A/1B light chain 3B	Q9GZQ8	Human	MAP1LC3B	ENSG00000140941	HGNC:13352							
11614_29				ERH	Enhancer of rudimentary homolog	P84090	Human	ERH	ENSG00000100632	HGNC:3447							
11615_16				DAPP1	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	Q9UN19	Human	DAPP1	ENSG00000070190	HGNC:16500							
11616_9				HSF1	Heat shock factor protein 1	Q00613	Human	HSF1	ENSG00000185122	HGNC:5224							
11617_1				LFA-1 alpha-L chain	Integrin alpha-L	P20701	Human	ITGAL	ENSG00000005844	HGNC:6148							
11618_83				MYB	Transcriptional activator Myb	P10242	Human	MYB	ENSG00000118513	HGNC:7545							
11626_7				UB2V1	Ubiquitin-conjugating enzyme E2 variant 1	Q13404	Human	UBE2V1	ENSG00000124208	HGNC:12494							
11633_89				AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	O95433	Human	AHSA1	ENSG00000100591	HGNC:1189							
11634_32				RGS10	Regulator of G-protein signaling 10	O43665	Human	RGS10	ENSG00000148908	HGNC:9992							
11636_33				Transgelin-2	Transgelin-2	P37802	Human	TAGLN2	ENSG00000158710	HGNC:11554							
11638_42				B3GT2	Beta-1,3-galactosyltransferase 2	O43825	Human	B3GALT2	ENSG00000162630	HGNC:917							
11643_73				DTX3L	E3 ubiquitin-protein ligase DTX3L	Q8TDB6	Human	DTX3L	ENSG00000163840	HGNC:30323							
11645_9				P4HA1	Prolyl 4-hydroxylase subunit alpha-1	P13674	Human	P4HA1	ENSG00000122884	HGNC:8546							
11646_4				Carbohydrate sulfotransferase 9	Carbohydrate sulfotransferase 9	Q7L1S5	Human	CHST9	ENSG00000154080	HGNC:19898							
11647_6				Frizzled-10	Frizzled-10	Q9ULW2	Human	FZD10	ENSG00000111432	HGNC:4039							
11649_3				SMAP1	Stromal membrane-associated protein 1	Q8IYB5	Human	SMAP1	ENSG00000112305	HGNC:19651							
11653_69				SC6A9	Sodium- and chloride-dependent glycine transporter 1	P48067	Human	SLC6A9	ENSG00000196517	HGNC:11056							
11654_77				NRSN1	Neurensin-1	Q8IZ57	Human	NRSN1	ENSG00000152954	HGNC:17881							
11656_110				EVL	Ena/VASP-like protein	Q9UI08	Human	EVL	ENSG00000196405	HGNC:20234							
11657_86				SOCS7	Suppressor of cytokine signaling 7	O14512	Human	SOCS7	ENSG00000174111	HGNC:29846							
11659_31				EPN4	Clathrin interactor 1	Q14677	Human	CLINT1	ENSG00000113282	HGNC:23186							
11661_11				NALP1	NACHT, LRR and PYD domains-containing protein 1	Q9C000	Human	NLRP1	ENSG00000091592	HGNC:14374							
11664_32				ARFG2	ADP-ribosylation factor GTPase-activating protein 2	Q8N6H7	Human	ARFGAP2	ENSG00000149182	HGNC:13504							
11666_72				RGS8	Regulator of G-protein signaling 8	P57771	Human	RGS8	ENSG00000135824	HGNC:16810							
11667_29				TENC1	Tensin-2	Q63HR2	Human	TNS2	ENSG00000111077	HGNC:19737							
11669_39				SO5A1	Solute carrier organic anion transporter family member 5A1	Q9H2Y9	Human	SLCO5A1	ENSG00000137571	HGNC:19046							
11671_19				BRPF1	Peregrin	P55201	Human	BRPF1	ENSG00000156983	HGNC:14255							
11672_17				KI16B	Kinesin-like protein KIF16B	Q96L93	Human	KIF16B	ENSG00000089177	HGNC:15869							
11677_17				ZDH14	Probable palmitoyltransferase ZDHHC14	Q8IZN3	Human	ZDHHC14	ENSG00000175048	HGNC:20341							
11678_105				CXD2	Gap junction delta-2 protein	Q9UKL4	Human	GJD2	ENSG00000159248	HGNC:19154							
11681_8				NUPL	Arf-GAP domain and FG repeat-containing protein 1	P52594	Human	AGFG1	ENSG00000173744	HGNC:5175							
11682_7				TXNIP	Thioredoxin-interacting protein	Q9H3M7	Human	TXNIP	ENSG00000117289	HGNC:16952							
11683_19				GGA3	ADP-ribosylation factor-binding protein GGA3	Q9NZ52	Human	GGA3	ENSG00000125447	HGNC:17079							
11690_47				APC7	Anaphase-promoting complex subunit 7	Q9UJX3	Human	ANAPC7	ENSG00000196510	HGNC:17380							
11692_21				SHC4	SHC-transforming protein 4	Q6S5L8	Human	SHC4	ENSG00000185634	HGNC:16743							
11696_7				RABP2	Cellular retinoic acid-binding protein 2	P29373	Human	CRABP2	ENSG00000143320	HGNC:2339							
11699_16				TP4A2	Protein tyrosine phosphatase type IVA 2	Q12974	Human	PTP4A2	ENSG00000184007	HGNC:9635							
11708_2				LCN1	Lipocalin-1	P31025	Human	LCN1	ENSG00000160349	HGNC:6525							
11709_29				CPT1B	Carnitine O-palmitoyltransferase 1, muscle isoform	Q92523	Human	CPT1B	ENSG00000205560	HGNC:2329							
11715_1				PO2F1	POU domain, class 2, transcription factor 1	P14859	Human	POU2F1	ENSG00000143190	HGNC:9212							
11716_28				LRIT2	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	A6NDA9	Human	LRIT2	ENSG00000204033	HGNC:23443							
11816_84				JAK2	Tyrosine-protein kinase JAK2	O60674	Human	JAK2	ENSG00000096968	HGNC:6192							
11825_27				PRGC1	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	Q9UBK2	Human	PPARGC1A	ENSG00000109819	HGNC:9237							
11827_7				RORG	Nuclear receptor ROR-gamma	P51449	Human	RORC	ENSG00000143365	HGNC:10260							
11837_7				GITR	Tumor necrosis factor receptor superfamily member 18	Q9Y5U5	Human	TNFRSF18	ENSG00000186891	HGNC:11914							
11838_130				FA38A	Piezo-type mechanosensitive ion channel component 1	Q92508	Human	PIEZO1	ENSG00000103335	HGNC:28993							
11860_3				Fc_MOUSE			mouse										
11872_9				PCDGD	Protocadherin gamma-B1	Q9Y5G3	Human	PCDHGB1	ENSG00000254221	HGNC:8708							
11895_21				Fc_MOUSE			mouse										
11910_27				DLX4	Homeobox protein DLX-4	Q92988	Human	DLX4	ENSG00000108813	HGNC:2917							
11911_13				LRC4B	Leucine-rich repeat-containing protein 4B	Q9NT99	Human	LRRC4B	ENSG00000131409	HGNC:25042							
11912_45				Fc_MOUSE			mouse										
11917_8				Fc_MOUSE			mouse										
11918_54				Fc_MOUSE			mouse										
11919_84				Fc_MOUSE			mouse										
11926_23				P34	Alpha- and gamma-adaptin-binding protein p34	Q6PD74	Human	AAGAB	ENSG00000103591	HGNC:25662							
11927_3				Fc_MOUSE			mouse										
11934_9				INT3	Integrator complex subunit 3	Q68E01	Human	INTS3	ENSG00000143624	HGNC:26153							
11939_11				Fc_MOUSE			mouse										
11952_1				IGDC3	Immunoglobulin superfamily DCC subclass member 3	Q8IVU1	Human	IGDCC3	ENSG00000174498	HGNC:9700							
11955_1				RHG01	Rho GTPase-activating protein 1	Q07960	Human	ARHGAP1	ENSG00000175220	HGNC:673							
11967_23				RABP1	Cellular retinoic acid-binding protein 1	P29762	Human	CRABP1	ENSG00000166426	HGNC:2338							
11969_5				S100A2	Protein S100-A2	P29034	Human	S100A2	ENSG00000196754	HGNC:10492							
11986_30				Fc_MOUSE			mouse										
11988_24				PTPRH	Receptor-type tyrosine-protein phosphatase H	Q9HD43	Human	PTPRH	ENSG00000080031	HGNC:9672							
11989_35				EMC1	ER membrane protein complex subunit 1	Q8N766	Human	EMC1	ENSG00000127463	HGNC:28957							
11993_227				Fc_MOUSE			mouse										
12001_7				ZO1	Tight junction protein ZO-1	Q07157	Human	TJP1	ENSG00000104067	HGNC:11827							
